trait,rid,pathway,n_genes,n_high_i2_genes,frac_high_i2,fisher_p,bh_q,ld_block_perm_p,ld_block_perm_q,fdr_significant
T2D,R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,20,17,0.85,0.403381,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-198753,ERK/MAPK targets,20,17,0.85,0.403381,0.960359,0.0248756,0.0592936,False
T2D,R-HSA-450302,activated TAK1 mediates p38 MAPK activation,20,17,0.85,0.403381,0.960359,0.0199005,0.0480674,False
T2D,R-HSA-9008059,Interleukin-37 signaling,20,17,0.85,0.403381,0.960359,0.0149254,0.0364997,False
T2D,R-HSA-9609523,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,20,17,0.85,0.403381,0.960359,0.0298507,0.0704394,False
T2D,R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission,20,17,0.85,0.403381,0.960359,0.0149254,0.0364997,False
T2D,R-HSA-9669938,Signaling by KIT in disease,20,17,0.85,0.403381,0.960359,0.0248756,0.0592936,False
T2D,R-HSA-9670439,"Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants",20,17,0.85,0.403381,0.960359,0.0248756,0.0592936,False
T2D,R-HSA-9671555,Signaling by PDGFR in disease,20,17,0.85,0.403381,0.960359,0.0248756,0.0592936,False
T2D,R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,20,17,0.85,0.403381,0.960359,0.0248756,0.0592936,False
T2D,R-HSA-9907900,Proteasome assembly,51,42,0.823529,0.403569,0.960359,0.243781,0.449221,False
T2D,R-HSA-112126,ALKBH3 mediated reversal of alkylation damage,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-1296025,ATP sensitive Potassium channels,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-1296061,HCN channels,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-167060,NGF processing,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-173107,Binding and entry of HIV virion,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-173736,Alternative complement activation,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-187706,Signalling to p38 via RIT and RIN,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-194306,Neuropilin interactions with VEGF and VEGFR,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-204626,Hypusine synthesis from eIF5A-lysine,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-209563,Axonal growth stimulation,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-209905,Catecholamine biosynthesis,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-209931,Serotonin and melatonin biosynthesis,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-2161517,Abacavir transmembrane transport,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-2408550,Metabolism of ingested H2SeO4 and H2SeO3 into H2Se,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-3000497,Scavenging by Class H Receptors,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-376172,DSCAM interactions,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-379401,Dopamine clearance from the synaptic cleft,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-390650,Histamine receptors,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-5221030,"TET1,2,3 and TDG demethylate DNA",4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-5250968,Toxicity of botulinum toxin type A (botA),4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-5579026,Defective CYP11A1 causes AICSR,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-5658034,HHAT G278V doesn't palmitoylate Hh-Np,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-69560,Transcriptional activation of p53 responsive genes  ,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-69895,Transcriptional  activation of  cell cycle inhibitor p21 ,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-75108,"Activation, myristolyation of BID and translocation to mitochondria",4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-75157,FasL/ CD95L signaling,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-75944,Transcription from mitochondrial promoters,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-77108,Utilization of Ketone Bodies,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-8847453,Synthesis of PIPs in the nucleus,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-8849474,PTK6 Activates STAT3,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-8866906,TFAP2 (AP-2) family regulates transcription of other transcription factors,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-888593,Reuptake of GABA,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-8932506,DAG1 core M1 glycosylations,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-8941237,Invadopodia formation,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-8952158,RUNX3 regulates BCL2L11 (BIM) transcription,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-8985586,SLIT2:ROBO1 increases RHOA activity,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-8985801,Regulation of cortical dendrite branching,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9018676,Biosynthesis of D-series resolvins,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9018681,Biosynthesis of protectins,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9018683,Biosynthesis of DPA-derived SPMs,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9022707,MECP2 regulates transcription factors,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9023661,Biosynthesis of E-series 18(R)-resolvins,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9025094,Biosynthesis of DPAn-3 SPMs,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9026527,Activated NTRK2 signals through PLCG1,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9036866,Expression and Processing of Neurotrophins,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9652169,Signaling by MAP2K mutants,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9652282,Drug-mediated inhibition of ERBB2 signaling,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665230,Drug resistance in ERBB2 KD mutants,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665233,Resistance of ERBB2 KD mutants to trastuzumab,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665244,Resistance of ERBB2 KD mutants to sapitinib,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665245,Resistance of ERBB2 KD mutants to tesevatinib,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665246,Resistance of ERBB2 KD mutants to neratinib,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665247,Resistance of ERBB2 KD mutants to osimertinib,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665249,Resistance of ERBB2 KD mutants to afatinib,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665250,Resistance of ERBB2 KD mutants to AEE788,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665251,Resistance of ERBB2 KD mutants to lapatinib,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9665737,Drug resistance in ERBB2 TMD/JMD mutants,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9686347,Microbial modulation of RIPK1-mediated regulated necrosis,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9845619,Enhanced cleavage of VWF variant by ADAMTS13,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9845621,Defective VWF cleavage by ADAMTS13 variant,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9859138,"BCKDH synthesizes BCAA-CoA from KIC, KMVA, KIV",4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9865113,Loss-of-function mutations in DBT cause MSUD2,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9907570,Loss-of-function mutations in DLD cause MSUD3/DLDD,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9936686,Aggregated β-amyloid interacts with fibrinogen,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9959399,SLC-mediated transport of oligopeptides,4,4,1,0.405821,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-429914,Deadenylation-dependent mRNA decay,56,46,0.821429,0.406716,0.960359,0.263682,0.47657,False
T2D,R-HSA-6802952,Signaling by BRAF and RAF1 fusions,61,50,0.819672,0.409419,0.960359,0.288557,0.509792,False
T2D,R-HSA-174411,Polymerase switching on the C-strand of the telomere,25,21,0.84,0.411614,0.960359,0.253731,0.462848,False
T2D,R-HSA-3371568,Attenuation phase,25,21,0.84,0.411614,0.960359,0.223881,0.41778,False
T2D,R-HSA-5223345,Miscellaneous transport and binding events,25,21,0.84,0.411614,0.960359,0.248756,0.456247,False
T2D,R-HSA-9006115,Signaling by NTRK2 (TRKB),25,21,0.84,0.411614,0.960359,0.18408,0.354462,False
T2D,R-HSA-9006335,Signaling by Erythropoietin,25,21,0.84,0.411614,0.960359,0.263682,0.47657,False
T2D,R-HSA-380259,Loss of Nlp from mitotic centrosomes,66,54,0.818182,0.411765,0.960359,0.283582,0.50251,False
T2D,R-HSA-380284,Loss of proteins required for interphase microtubule organization from the centrosome,66,54,0.818182,0.411765,0.960359,0.283582,0.50251,False
T2D,R-HSA-448424,Interleukin-17 signaling,66,54,0.818182,0.411765,0.960359,0.333333,0.57008,False
T2D,R-HSA-5653656,Vesicle-mediated transport,673,540,0.802377,0.413081,0.960359,0.442786,0.686931,False
T2D,R-HSA-9976102,Differentiation of naive CD4+ T cells to T helper 2 cells (Th2 cells),71,58,0.816901,0.413818,0.960359,0.318408,0.551767,False
T2D,R-HSA-9860927,"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",30,25,0.833333,0.417557,0.960359,0.298507,0.523444,False
T2D,R-HSA-381119,Unfolded Protein Response (UPR),86,70,0.813953,0.418673,0.960359,0.303483,0.529801,False
T2D,R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,101,82,0.811881,0.422173,0.960359,0.323383,0.558334,False
T2D,R-HSA-69206,G1/S Transition,116,94,0.810345,0.424785,0.960359,0.278607,0.496684,False
T2D,R-HSA-3858494,Beta-catenin independent WNT signaling,131,106,0.80916,0.426782,0.960359,0.323383,0.558334,False
T2D,R-HSA-5693567,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),131,106,0.80916,0.426782,0.960359,0.41791,0.661411,False
T2D,R-HSA-9020591,Interleukin-12 signaling,45,37,0.822222,0.42846,0.960359,0.283582,0.50251,False
T2D,R-HSA-199977,ER to Golgi Anterograde Transport,151,122,0.807947,0.428773,0.960359,0.343284,0.584128,False
T2D,R-HSA-110357,Displacement of DNA glycosylase by APEX1,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-112411,MAPK1 (ERK2) activation,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-1300642,Sperm Motility And Taxes,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-162592,Integration of provirus,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-167590,Nef Mediated CD4 Down-regulation,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-2142688,Synthesis of 5-eicosatetraenoic acids,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-2179392,EGFR Transactivation by Gastrin,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-390696,Adrenoceptors,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-417957,P2Y receptors,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-448706,Interleukin-1 processing,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-6811555,PI5P Regulates TP53 Acetylation,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9010642,ROBO receptors bind AKAP5,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9832991,Formation of the posterior neural plate,9,8,0.888889,0.430635,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-948021,Transport to the Golgi and subsequent modification,181,146,0.80663,0.430789,0.960359,0.368159,0.612299,False
T2D,R-HSA-1227986,Signaling by ERBB2,50,41,0.82,0.430807,0.960359,0.283582,0.50251,False
T2D,R-HSA-3247509,Chromatin modifying enzymes,251,202,0.804781,0.432985,0.960359,0.532338,0.761176,False
T2D,R-HSA-1852241,Organelle biogenesis and maintenance,281,226,0.80427,0.433319,0.960359,0.442786,0.686931,False
T2D,R-HSA-1500931,Cell-Cell communication,346,278,0.803468,0.433365,0.960359,0.547264,0.773129,False
T2D,R-HSA-446728,Cell junction organization,311,250,0.803859,0.433434,0.960359,0.557214,0.78063,False
T2D,R-HSA-373755,Semaphorin interactions,60,49,0.816667,0.434426,0.960359,0.293532,0.516643,False
T2D,R-HSA-9772573,Late SARS-CoV-2 Infection Events,70,57,0.814286,0.437065,0.960359,0.303483,0.529801,False
T2D,R-HSA-9945266,Differentiation of T cells,80,65,0.8125,0.439051,0.960359,0.338308,0.576913,False
T2D,R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,90,73,0.811111,0.440579,0.960359,0.358209,0.600842,False
T2D,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,90,73,0.811111,0.440579,0.960359,0.358209,0.600842,False
T2D,R-HSA-877300,Interferon gamma signaling,90,73,0.811111,0.440579,0.960359,0.457711,0.699488,False
T2D,R-HSA-975871,MyD88 cascade initiated on plasma membrane,90,73,0.811111,0.440579,0.960359,0.358209,0.600842,False
T2D,R-HSA-162594,Early Phase of HIV Life Cycle,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-4419969,Depolymerization of the Nuclear Lamina,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-4641265,Repression of WNT target genes,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-5682910,LGI-ADAM interactions,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-6804759,Regulation of TP53 Activity through Association with Co-factors,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-71240,Tryptophan catabolism,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-877312,Regulation of IFNG signaling,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9027284,Erythropoietin activates RAS,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9648895,Response of EIF2AK1 (HRI) to heme deficiency,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9694676,Translation of Replicase and Assembly of the Replication Transcription Complex,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9735871,SARS-CoV-1 targets host intracellular signalling and regulatory pathways,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9823730,Formation of definitive endoderm,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9828806,Maturation of hRSV A proteins,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9931521,The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9931530,Phosphorylation and nuclear translocation of the CRY:PER:kinase complex,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9938206,Developmental Lineage of Mammary Stem Cells,14,12,0.857143,0.441126,0.960359,0.00497512,0.0131056,False
T2D,R-HSA-9645723,Diseases of programmed cell death,100,81,0.81,0.441771,0.960359,0.646766,0.845247,False
T2D,R-HSA-8951664,Neddylation,220,177,0.804545,0.445706,0.960359,0.437811,0.682811,False
T2D,R-HSA-111931,PKA-mediated phosphorylation of CREB,19,16,0.842105,0.447034,0.960359,0.0746269,0.160352,False
T2D,R-HSA-164938,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,19,16,0.842105,0.447034,0.960359,0.0447761,0.101004,False
T2D,R-HSA-3781860,Diseases associated with N-glycosylation of proteins,19,16,0.842105,0.447034,0.960359,0.0696517,0.151599,False
T2D,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,19,16,0.842105,0.447034,0.960359,0.0746269,0.160352,False
T2D,R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,19,16,0.842105,0.447034,0.960359,0.0895522,0.190339,False
T2D,R-HSA-5576886,Phase 4 - resting membrane potential,19,16,0.842105,0.447034,0.960359,0.0497512,0.110846,False
T2D,R-HSA-5627117,RHO GTPases Activate ROCKs,19,16,0.842105,0.447034,0.960359,0.0746269,0.160352,False
T2D,R-HSA-69186,Lagging Strand Synthesis,19,16,0.842105,0.447034,0.960359,0.079602,0.170421,False
T2D,R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,24,20,0.833333,0.450831,0.960359,0.348259,0.589188,False
T2D,R-HSA-191273,Cholesterol biosynthesis,24,20,0.833333,0.450831,0.960359,0.323383,0.558334,False
T2D,R-HSA-203927,MicroRNA (miRNA) biogenesis,24,20,0.833333,0.450831,0.960359,0.348259,0.589188,False
T2D,R-HSA-5357786,TNFR1-induced proapoptotic signaling,24,20,0.833333,0.450831,0.960359,0.328358,0.564029,False
T2D,R-HSA-982772,Growth hormone receptor signaling,24,20,0.833333,0.450831,0.960359,0.422886,0.665261,False
T2D,R-HSA-201556,Signaling by ALK,29,24,0.827586,0.453464,0.960359,0.358209,0.600842,False
T2D,R-HSA-352230,Amino acid transport across the plasma membrane,29,24,0.827586,0.453464,0.960359,0.383085,0.629563,False
T2D,R-HSA-399719,Trafficking of AMPA receptors,29,24,0.827586,0.453464,0.960359,0.363184,0.606165,False
T2D,R-HSA-399721,"Glutamate binding, activation of AMPA receptors and synaptic plasticity",29,24,0.827586,0.453464,0.960359,0.363184,0.606165,False
T2D,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,29,24,0.827586,0.453464,0.960359,0.348259,0.589188,False
T2D,R-HSA-452723,Transcriptional regulation of pluripotent stem cells,29,24,0.827586,0.453464,0.960359,0.373134,0.616654,False
T2D,R-HSA-176187,Activation of ATR in response to replication stress,34,28,0.823529,0.455381,0.960359,0.253731,0.462848,False
T2D,R-HSA-6802948,Signaling by high-kinase activity BRAF mutants,34,28,0.823529,0.455381,0.960359,0.318408,0.551767,False
T2D,R-HSA-349425,Autodegradation of the E3 ubiquitin ligase COP1,39,32,0.820513,0.456821,0.960359,0.238806,0.441782,False
T2D,R-HSA-76009,Platelet Aggregation (Plug Formation),39,32,0.820513,0.456821,0.960359,0.248756,0.456247,False
T2D,R-HSA-3214842,HDMs demethylate histones,44,36,0.818182,0.457928,0.960359,0.502488,0.736377,False
T2D,R-HSA-351202,Metabolism of polyamines,44,36,0.818182,0.457928,0.960359,0.268657,0.483705,False
T2D,R-HSA-9604323,Negative regulation of NOTCH4 signaling,44,36,0.818182,0.457928,0.960359,0.283582,0.50251,False
T2D,R-HSA-9634597,GPER1 signaling,44,36,0.818182,0.457928,0.960359,0.318408,0.551767,False
T2D,R-HSA-8854518,AURKA Activation by TPX2,69,56,0.811594,0.460783,0.960359,0.343284,0.584128,False
T2D,R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells,69,56,0.811594,0.460783,0.960359,0.363184,0.606165,False
T2D,R-HSA-68867,Assembly of the pre-replicative complex,129,104,0.806202,0.461514,0.960359,0.606965,0.816335,False
T2D,R-HSA-212165,Epigenetic regulation of gene expression,303,243,0.80198,0.467788,0.960359,0.572139,0.793515,False
T2D,R-HSA-389948,Co-inhibition by PD-1,208,167,0.802885,0.473369,0.960359,0.616915,0.823603,False
T2D,R-HSA-9734767,Developmental Cell Lineages,148,119,0.804054,0.477573,0.960359,0.427861,0.671294,False
T2D,R-HSA-6804756,Regulation of TP53 Activity through Phosphorylation,88,71,0.806818,0.482767,0.960359,0.298507,0.523444,False
T2D,R-HSA-5668541,TNFR2 non-canonical NF-kB pathway,83,67,0.807229,0.483273,0.960359,0.393035,0.639666,False
T2D,R-HSA-5632684,Hedgehog 'on' state,73,59,0.808219,0.484337,0.960359,0.358209,0.600842,False
T2D,R-HSA-5620920,Cargo trafficking to the periciliary membrane,68,55,0.808824,0.484899,0.960359,0.358209,0.600842,False
T2D,R-HSA-450294,MAP kinase activation,58,47,0.810345,0.486094,0.960359,0.383085,0.629563,False
T2D,R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha,53,43,0.811321,0.486735,0.960359,0.358209,0.600842,False
