analysis,pair,chrom,n,beta_corr,beta_corr_lo,beta_corr_hi,filter,n_after_filter,beta_corr_after_filter,beta_corr_after_lo,beta_corr_after_hi,delta_corr_absdiff_filter,beta_corr_after_matched_random,beta_corr_random_lo,beta_corr_random_hi,delta_corr_random,status,note
internal_panukbb_concordance_sensitivity,panukbb_LDL_EUR_vs_AFR,22,80000,-0.00505393,-0.0105242,-9.90407e-05,drop_top10pct_abs_delta_beta,72000,0.118461,0.109848,0.126062,0.123515,-0.00565993,-0.0113041,1.26044e-05,-0.000606003,internal_only,NOT external validation. Improvement after dropping largest |Δβ| is expected by construction; compare to matched random drop.
