pgs_id,trait,mode,metric,value,value_lo,value_hi,baseline_value,baseline_value_lo,baseline_value_hi,delta_vs_baseline,reduction,n_labeled_retained
PGS002853,LDL,reweight_linear,tail5_ancestry_L1,0.1111111111111111,,,0.0,,,0.1111111111111111,,
PGS002858,LDL,reweight_linear,mean_abs_delta_EUR,0.27939192932889784,0.19089170011254508,0.37011648021858085,0.37752654635908756,0.2835154317544518,0.47601197251214317,-0.09813461703018972,0.09813461703018972,
PGS002858,LDL,reweight_linear,kendall_w,0.11604938271604938,,,0.07361111111111111,,,0.042438271604938266,-0.042438271604938266,
PGS002858,LDL,reweight_linear,median_I2_retained,0.048610735684633255,,,0.048610735684633255,,,0.0,0.0,535799.0
PGS002858,LDL,reweight_linear,mean_sign_concordance_retained,0.5854030251502991,,,0.5854030251502991,,,0.0,0.0,535799.0
PGS002858,LDL,reweight_linear,weight_retained_frac,0.7365993291414588,,,1.0,,,-0.26340067085854124,0.26340067085854124,
PGS002858,LDL,reweight_linear,tail5_frac_AFR,0.25396825396825395,,,0.2698412698412698,,,-0.015873015873015872,,
PGS002858,LDL,reweight_linear,tail5_frac_AMR,0.2222222222222222,,,0.18253968253968253,,,0.03968253968253968,,
PGS002858,LDL,reweight_linear,tail5_frac_EAS,0.07142857142857142,,,0.10317460317460317,,,-0.031746031746031744,,
PGS002858,LDL,reweight_linear,tail5_frac_EUR,0.11904761904761904,,,0.10317460317460317,,,0.015873015873015872,,
PGS002858,LDL,reweight_linear,tail5_frac_SAS,0.3333333333333333,,,0.3412698412698413,,,-0.007936507936507964,,
PGS002858,LDL,reweight_linear,tail5_ancestry_L1,0.11111111111111113,,,0.0,,,0.11111111111111113,,
PGS003092,BMI,reweight_linear,mean_abs_delta_EUR,0.18547672731272571,0.1492053713830408,0.2394212352042654,0.3476313487872348,0.2899153501090985,0.4131796117324976,-0.16215462147450907,0.16215462147450907,
PGS003092,BMI,reweight_linear,kendall_w,0.11604938271604938,,,0.07361111111111111,,,0.042438271604938266,-0.042438271604938266,
PGS003092,BMI,reweight_linear,median_I2_retained,0.16855233907699585,,,0.16855233907699585,,,0.0,0.0,1057462.0
PGS003092,BMI,reweight_linear,mean_sign_concordance_retained,0.5798572897911072,,,0.5798572897911072,,,0.0,0.0,1057462.0
